1586981518;16340;17642;3871
1586981876;17557;19040;3842
1586981954;17965;19546;3830
1586982601;22462;25034;3755
1586984401;34303;39351;3595
1586986202;44857;53418;3479
1586988001;53035;65000;3373
1586989802;60873;75449;3299
1586991601;67100;84352;3212
1586993402;75371;96487;3047
1586995201;83911;108565;2909
1586997002;92092;120392;2759
1586998801;98880;130968;2651
1587000601;105191;140475;2548
1587002402;112123;151221;2405
1587004201;118512;159891;2324
1587006001;123687;168646;2224
1587007802;130272;176459;2088
1587009601;134482;182280;2004
1587011401;138566;188323;1933
1587013202;141447;193553;1877
1587015001;144759;198131;1837
1587016801;146901;200681;1813
1587018602;149153;204507;1759
1587020401;150298;206402;1733
1587022202;151180;208013;1715
1587024001;151835;209132;1700
1587025801;153956;211539;1690
1587027602;154854;213629;1664
1587029401;155164;214162;1648
1587031201;155513;214809;1627
1587031579;155662;215096;1617
1587031688;155662;215096;1617
1587033002;155662;215096;1617
1587034801;155662;215096;1617
1587036602;155662;215096;1617
1587038402;155662;215096;1617
1587040201;155662;215096;1617
1587042002;155662;215096;1617
1587043801;155662;215096;1617
1587045602;155662;215096;1617
1587047401;155662;215096;1617
1587049201;155662;215096;1617
1587051002;155662;215096;1617
1587052801;155662;215096;1617
1587054602;155662;215096;1617
1587056401;155662;215096;1617
1587058202;155662;215096;1617
1587060001;155662;215096;1617
1587061802;155662;215096;1617
1587063601;155662;215096;1617
1587065402;155662;215096;1617
1587066136;155662;215096;1617
1587067201;155662;215096;1617
1587069001;155662;215096;1617
1587070802;155662;215096;1617
1587072601;155662;215096;1617
1587074401;155662;215096;1617
1587076201;155662;215096;1617
1587078002;155662;215096;1617
1587079801;155662;215096;1617
1587081602;155662;215096;1617
1587083401;155662;215096;1617
1587085202;155662;215096;1617
1587087001;155662;215096;1617
1587088802;155662;215096;1617
1587090601;155662;215096;1617
1587092401;155662;215096;1617
1587094201;155662;215096;1617
1587096001;155662;215096;1617
1587097802;155662;215096;1617
1587099601;155662;215096;1617
1587101402;155662;215096;1617
1587103201;155662;215096;1617
1587105001;155662;215096;1617
1587106802;155662;215096;1617
1587108601;155662;215096;1617
1587110401;155662;215096;1617
1587112202;155662;215096;1617
1587114001;155662;215096;1617
1587115802;155662;215096;1617
1587117601;155662;215096;1617
1587119402;155662;215096;1617
1587121201;155662;215096;1617
1587123002;155662;215096;1617
1587124801;155662;215096;1617
1587126602;155662;215096;1617
1587128401;155662;215096;1617
1587130201;155662;215096;1617
1587132002;156031;215554;1616
1587133801;157186;218048;1611
1587135601;158098;219556;1599
1587137402;159094;220744;1585
1587139201;159986;222147;1561
1587141002;160951;223946;1542
1587142801;161487;225291;1517
1587143017;161520;225291;1517
1587144603;162157;227128;1502
1587146401;163314;228888;1493
1587148201;164125;230674;1485
1587148381;164188;230779;1483
1587150001;164818;232330;1468
1587151801;165692;233856;1455
1587153602;166739;235520;1446
1587155401;167406;236976;1427
1587157202;168794;238848;1419
1587159001;169495;240426;1403
1587160802;170502;242278;1396
1587162602;171159;243904;1390
1587164401;172133;245087;1382
1587166201;172737;247067;1373
1587168002;173413;248719;1355
1587169801;173973;250235;1340
1587171601;174854;251938;1327
1587173402;175299;253406;1321
1587175201;175740;254789;1308
1587177001;176230;256258;1302
1587178802;176696;257603;1297
1587180601;177326;258662;1286
1587182402;177722;259418;1276
1587184201;178453;260841;1269
1587186001;179552;262722;1260
1587187802;179947;264155;1251
1587189601;180472;265745;1235
1587191403;181231;267123;1218
1587193203;181987;268569;1210
1587195001;182745;269563;1204
1587196801;183567;271482;1187
1587198601;184438;273061;1169
1587200401;185144;274654;1155
1587202202;185992;276270;1142
1587204001;186347;277300;1132
1587205802;186945;278504;1127
1587207601;187894;280175;1113
1587209401;188718;281571;1105
1587211201;189475;283085;1098
1587213002;190222;284519;1092
1587214801;190785;285979;1084
1587215241;190820;286393;1083
1587216602;191285;287422;1078
1587218401;191774;288994;1063
1587220201;192312;289947;1058
1587222002;193020;291554;1048
1587223801;193523;292692;1038
1587225602;194014;293734;1023
1587227401;194582;295128;1019
1587229201;194969;296380;1010
1587231002;195360;297377;999
1587232801;195681;298587;990
1587234602;195909;299461;982
1587236401;196129;300497;979
1587238202;196486;301429;969
1587240001;196960;302599;952
1587241801;197255;303741;947
1587243602;197647;304636;939
1587245401;197945;305568;928
1587247202;198361;306385;918
1587249001;198539;307271;912
1587250801;198843;308415;895
1587252602;199745;309770;888
1587254401;200202;310686;879
1587256202;200509;311675;867
1587258001;200723;312737;858
